"n","j","k","m","theta","replication","index_form","index"
100,3,3,15,10,29,"multinomial",7.83810620742636
100,3,3,15,10,29,"mixed",9.52082066667518
100,3,3,15,10,29,"mixed_population",7.80292398029751
100,3,3,15,10,30,"multinomial",7.75569026204746
100,3,3,15,10,30,"mixed",9.621766019708
100,3,3,15,10,30,"mixed_population",7.7291238658564
100,3,3,15,10,31,"multinomial",7.41178624720164
100,3,3,15,10,31,"mixed",8.68532560490587
100,3,3,15,10,31,"mixed_population",7.46688505879382
100,3,3,15,10,32,"multinomial",7.72380961968539
100,3,3,15,10,32,"mixed",9.30997480410355
100,3,3,15,10,32,"mixed_population",7.71629957175013
100,3,3,15,10,33,"multinomial",7.77757922808289
100,3,3,15,10,33,"mixed",9.05121194734434
100,3,3,15,10,33,"mixed_population",7.72075068319557
100,3,3,15,10,34,"multinomial",8.15260372000826
100,3,3,15,10,34,"mixed",9.56698692768647
100,3,3,15,10,34,"mixed_population",8.14161466636765
100,3,3,15,10,35,"multinomial",7.85353013722529
100,3,3,15,10,35,"mixed",9.52162099909024
100,3,3,15,10,35,"mixed_population",7.93207945252683
100,3,3,15,10,36,"multinomial",7.98806867152301
100,3,3,15,10,36,"mixed",9.82573365440051
100,3,3,15,10,36,"mixed_population",7.92256095196652
100,3,3,15,10,37,"multinomial",7.57482843935918
100,3,3,15,10,37,"mixed",9.49814007481807
100,3,3,15,10,37,"mixed_population",7.53595637587958
100,3,3,15,10,38,"multinomial",7.69597988193789
100,3,3,15,10,38,"mixed",9.46819340621854
100,3,3,15,10,38,"mixed_population",7.712251182382
100,3,3,15,10,39,"multinomial",7.97064596412432
100,3,3,15,10,39,"mixed",9.74952517628576
100,3,3,15,10,39,"mixed_population",7.94238139992745
100,3,3,15,10,40,"multinomial",7.86549943959419
100,3,3,15,10,40,"mixed",9.95132972306822
100,3,3,15,10,40,"mixed_population",7.84240616084349
100,3,3,15,10,41,"multinomial",8.08102129178512
100,3,3,15,10,41,"mixed",9.78262320851212
100,3,3,15,10,41,"mixed_population",8.01277434605469
100,3,3,15,10,42,"multinomial",7.77461612369598
100,3,3,15,10,42,"mixed",9.28522364770162
100,3,3,15,10,42,"mixed_population",7.72623694487447
100,3,3,15,10,43,"multinomial",7.94655933894444
100,3,3,15,10,43,"mixed",9.74285101395705
100,3,3,15,10,43,"mixed_population",7.88636478327691
100,3,3,15,10,44,"multinomial",7.85363506592058
100,3,3,15,10,44,"mixed",9.72858534125123
100,3,3,15,10,44,"mixed_population",7.85258010860219
100,3,3,15,10,45,"multinomial",8.04705750879928
100,3,3,15,10,45,"mixed",9.96012516086013
100,3,3,15,10,45,"mixed_population",7.8305544122521
100,3,3,15,10,46,"multinomial",7.9505736667883
100,3,3,15,10,46,"mixed",10.1170778648926
100,3,3,15,10,46,"mixed_population",7.87027734079828
100,3,3,15,10,47,"multinomial",8.1118146613574
100,3,3,15,10,47,"mixed",10.3848668953937
100,3,3,15,10,47,"mixed_population",8.08331538180887
100,3,3,15,10,48,"multinomial",8.22562961237925
100,3,3,15,10,48,"mixed",10.2441508848543
100,3,3,15,10,48,"mixed_population",8.14418332021792
100,3,3,15,10,49,"multinomial",7.97383018986149
100,3,3,15,10,49,"mixed",9.04357587055774
100,3,3,15,10,49,"mixed_population",7.68044844481102
100,3,3,15,10,50,"multinomial",8.0980326593351
100,3,3,15,10,50,"mixed",10.3747957258884
100,3,3,15,10,50,"mixed_population",8.10935101898277
100,3,3,15,10,51,"multinomial",7.81821669822891
100,3,3,15,10,51,"mixed",9.89539557439825
100,3,3,15,10,51,"mixed_population",7.77674085024576
100,3,3,15,10,52,"multinomial",7.80220121817201
100,3,3,15,10,52,"mixed",9.87226584714042
100,3,3,15,10,52,"mixed_population",7.81196879165421
100,3,3,15,10,53,"multinomial",7.80674038099236
100,3,3,15,10,53,"mixed",9.17937429579129
100,3,3,15,10,53,"mixed_population",7.64031375378016
100,3,3,15,10,54,"multinomial",7.71881008373403
100,3,3,15,10,54,"mixed",9.78178267584588
100,3,3,15,10,54,"mixed_population",7.88310767764159
100,3,3,15,10,55,"multinomial",8.15298047349591
100,3,3,15,10,55,"mixed",10.0986800762726
100,3,3,15,10,55,"mixed_population",8.14061502809428
100,3,3,15,10,56,"multinomial",8.06816596204605
100,3,3,15,10,56,"mixed",9.91317291932255
100,3,3,15,10,56,"mixed_population",8.105855815929
100,3,3,15,10,57,"multinomial",8.08462013402377
100,3,3,15,10,57,"mixed",10.1473677869764
100,3,3,15,10,57,"mixed_population",7.99257307901521
100,3,3,15,10,58,"multinomial",7.81868976259028
100,3,3,15,10,58,"mixed",9.40553382717236
100,3,3,15,10,58,"mixed_population",7.70891668161762
100,3,3,15,10,59,"multinomial",8.06071909357077
100,3,3,15,10,59,"mixed",9.6794832038262
100,3,3,15,10,59,"mixed_population",7.95736182967821
100,3,3,15,10,60,"multinomial",8.13735736384773
100,3,3,15,10,60,"mixed",9.66533414389495
100,3,3,15,10,60,"mixed_population",8.08809468901039
100,3,3,15,10,61,"multinomial",8.10634329242012
100,3,3,15,10,61,"mixed",9.4615350933013
100,3,3,15,10,61,"mixed_population",8.07281231564067
100,3,3,15,10,62,"multinomial",8.03269035501681
100,3,3,15,10,62,"mixed",9.52323177531891
100,3,3,15,10,62,"mixed_population",7.94344152042629
100,3,3,15,10,63,"multinomial",7.8664491696235
100,3,3,15,10,63,"mixed",10.1131972213637
100,3,3,15,10,63,"mixed_population",7.76523377889088
100,3,3,15,10,64,"multinomial",8.252439784557
100,3,3,15,10,64,"mixed",10.4754836494069
100,3,3,15,10,64,"mixed_population",8.34837121036732
100,3,3,15,10,65,"multinomial",7.82863200219931
100,3,3,15,10,65,"mixed",9.51004825483542
100,3,3,15,10,65,"mixed_population",7.87332884863575
100,3,3,15,10,66,"multinomial",8.04861688188705
100,3,3,15,10,66,"mixed",9.90163467240891
100,3,3,15,10,66,"mixed_population",8.00159638299805
100,3,3,15,10,67,"multinomial",8.01347762423622
100,3,3,15,10,67,"mixed",10.8530000835254
100,3,3,15,10,67,"mixed_population",8.00946833587286
100,3,3,15,10,68,"multinomial",7.84163269389399
100,3,3,15,10,68,"mixed",9.3439797500812
100,3,3,15,10,68,"mixed_population",7.8405276994541
100,3,3,15,10,69,"multinomial",7.96967209726766
100,3,3,15,10,69,"mixed",10.3372790814496
100,3,3,15,10,69,"mixed_population",7.97283471100684
100,3,3,15,10,70,"multinomial",7.8902164757519
100,3,3,15,10,70,"mixed",10.0908488981239
100,3,3,15,10,70,"mixed_population",7.80763796338811
100,3,3,15,10,71,"multinomial",7.71612523867341
100,3,3,15,10,71,"mixed",9.74252575503766
100,3,3,15,10,71,"mixed_population",7.65520535154849
100,3,3,15,10,72,"multinomial",8.20896640300061
100,3,3,15,10,72,"mixed",9.71775931729812
100,3,3,15,10,72,"mixed_population",8.21646605633394
100,3,3,15,10,73,"multinomial",8.09609751947958
100,3,3,15,10,73,"mixed",10.2800550775846
100,3,3,15,10,73,"mixed_population",7.97376590034763
100,3,3,15,10,74,"multinomial",7.91211197370864
100,3,3,15,10,74,"mixed",9.54610967515748
100,3,3,15,10,74,"mixed_population",7.91368646900946
100,3,3,15,10,75,"multinomial",8.11354343488108
100,3,3,15,10,75,"mixed",9.65362617557371
100,3,3,15,10,75,"mixed_population",7.97276564348179
100,3,3,15,10,76,"multinomial",7.65593828676528
100,3,3,15,10,76,"mixed",9.56824590929463
100,3,3,15,10,76,"mixed_population",7.70099038632767
100,3,3,15,10,77,"multinomial",7.90914369961155
100,3,3,15,10,77,"mixed",9.89789621122901
100,3,3,15,10,77,"mixed_population",7.84511117510216
100,3,3,15,10,78,"multinomial",7.55143799227716
100,3,3,15,10,78,"mixed",9.08139437177276
100,3,3,15,10,78,"mixed_population",7.57607880963315
100,3,3,15,10,79,"multinomial",7.81385304153806
100,3,3,15,10,79,"mixed",9.46505032758087
100,3,3,15,10,79,"mixed_population",7.67818796298602
100,3,3,15,10,80,"multinomial",7.95201574650242
100,3,3,15,10,80,"mixed",9.61684749055225
100,3,3,15,10,80,"mixed_population",7.89728639228342
100,3,3,15,10,81,"multinomial",7.37870727149047
100,3,3,15,10,81,"mixed",8.71685416147039
100,3,3,15,10,81,"mixed_population",7.33249043687315
100,3,3,15,10,82,"multinomial",8.26491074518319
100,3,3,15,10,82,"mixed",10.4754747686694
100,3,3,15,10,82,"mixed_population",8.1583028529477
100,3,3,15,10,83,"multinomial",8.00072495817946
100,3,3,15,10,83,"mixed",9.54752280574545
100,3,3,15,10,83,"mixed_population",7.85801337384596
100,3,3,15,10,84,"multinomial",7.95924085345875
100,3,3,15,10,84,"mixed",9.7717444338357
100,3,3,15,10,84,"mixed_population",7.93625845277535
100,3,3,15,10,85,"multinomial",7.87570250456389
100,3,3,15,10,85,"mixed",9.86791300836543
100,3,3,15,10,85,"mixed_population",7.83638713013582
100,3,3,15,10,86,"multinomial",7.92407448964432
100,3,3,15,10,86,"mixed",10.6266918235428
100,3,3,15,10,86,"mixed_population",7.96683620704321
100,3,3,15,10,87,"multinomial",7.95125049878441
100,3,3,15,10,87,"mixed",10.1943527609111
100,3,3,15,10,87,"mixed_population",7.97601835057015
100,3,3,15,10,88,"multinomial",7.82810054827342
100,3,3,15,10,88,"mixed",9.86163899895402
100,3,3,15,10,88,"mixed_population",7.7974334046918
100,3,3,15,10,89,"multinomial",7.78727864936475
100,3,3,15,10,89,"mixed",9.53500056980681
100,3,3,15,10,89,"mixed_population",7.73525659796635
100,3,3,15,10,90,"multinomial",7.72979877097358
100,3,3,15,10,90,"mixed",9.30948105457681
100,3,3,15,10,90,"mixed_population",7.62216356748647
100,3,3,15,10,91,"multinomial",7.79677626697078
100,3,3,15,10,91,"mixed",9.79912723104743
100,3,3,15,10,91,"mixed_population",7.7062594046269
100,3,3,15,10,92,"multinomial",7.96080186834287
100,3,3,15,10,92,"mixed",10.2048725831668
100,3,3,15,10,92,"mixed_population",7.89743487802183
100,3,3,15,10,93,"multinomial",7.87485424677533
100,3,3,15,10,93,"mixed",9.22718619849698
100,3,3,15,10,93,"mixed_population",7.8381257473155
100,3,3,15,10,94,"multinomial",8.24557854992826
100,3,3,15,10,94,"mixed",10.2167933169332
100,3,3,15,10,94,"mixed_population",8.20186774144559
100,3,3,15,10,95,"multinomial",7.5685319199734
100,3,3,15,10,95,"mixed",9.1374371967428
100,3,3,15,10,95,"mixed_population",7.57218450360192
100,3,3,15,10,96,"multinomial",7.88848555255668
100,3,3,15,10,96,"mixed",9.55012634604857
100,3,3,15,10,96,"mixed_population",7.85185780575848
100,3,3,15,10,97,"multinomial",7.74145807519174
100,3,3,15,10,97,"mixed",9.82647262411111
100,3,3,15,10,97,"mixed_population",7.84762314003
100,3,3,15,10,98,"multinomial",7.81353804545135
100,3,3,15,10,98,"mixed",9.86925360511413
100,3,3,15,10,98,"mixed_population",7.70200674759106
100,3,3,15,10,99,"multinomial",7.74764187503664
100,3,3,15,10,99,"mixed",9.66842202867296
100,3,3,15,10,99,"mixed_population",7.79008245527648
100,3,3,15,10,100,"multinomial",7.93524384673975
100,3,3,15,10,100,"mixed",9.78824152584481
100,3,3,15,10,100,"mixed_population",7.8312498137176
100,3,3,30,0.01,1,"multinomial",2.65576061849961
100,3,3,30,0.01,1,"mixed",2.65538722344606
100,3,3,30,0.01,1,"mixed_population",2.65538839098255
100,3,3,30,0.01,2,"multinomial",2.69346411917703
100,3,3,30,0.01,2,"mixed",2.69091523913434
100,3,3,30,0.01,2,"mixed_population",2.69098523053427
100,3,3,30,0.01,3,"multinomial",2.53141636978192
100,3,3,30,0.01,3,"mixed",2.52769790860093
100,3,3,30,0.01,3,"mixed_population",2.52769790662019
100,3,3,30,0.01,4,"multinomial",2.52522964990958
100,3,3,30,0.01,4,"mixed",2.52129024030986
100,3,3,30,0.01,4,"mixed_population",2.52129028074697
100,3,3,30,0.01,5,"multinomial",3.02463571574635
100,3,3,30,0.01,5,"mixed",3.02203864642832
100,3,3,30,0.01,5,"mixed_population",3.0216226785652
100,3,3,30,0.01,6,"multinomial",2.68432212081119
100,3,3,30,0.01,6,"mixed",2.6827098722896
100,3,3,30,0.01,6,"mixed_population",2.68271063678898
100,3,3,30,0.01,7,"multinomial",2.76183491807683
100,3,3,30,0.01,7,"mixed",2.7578964803224
100,3,3,30,0.01,7,"mixed_population",2.75789507006727
100,3,3,30,0.01,8,"multinomial",2.73851668860063
100,3,3,30,0.01,8,"mixed",2.7375529379089
100,3,3,30,0.01,8,"mixed_population",2.73755270248427
100,3,3,30,0.01,9,"multinomial",2.59047296175043
100,3,3,30,0.01,9,"mixed",2.58334677580049
100,3,3,30,0.01,9,"mixed_population",2.58334666588706
100,3,3,30,0.01,10,"multinomial",2.84939571099012
100,3,3,30,0.01,10,"mixed",2.84795110095935
100,3,3,30,0.01,10,"mixed_population",2.84795101427175
100,3,3,30,0.01,11,"multinomial",2.59200396849475
100,3,3,30,0.01,11,"mixed",2.58731388416418
100,3,3,30,0.01,11,"mixed_population",2.58731434048776
100,3,3,30,0.01,12,"multinomial",2.6840892979136
100,3,3,30,0.01,12,"mixed",2.68336480748854
100,3,3,30,0.01,12,"mixed_population",2.68336242285797
100,3,3,30,0.01,13,"multinomial",2.39927821058128
100,3,3,30,0.01,13,"mixed",2.39628584485955
100,3,3,30,0.01,13,"mixed_population",2.39628523052574
100,3,3,30,0.01,14,"multinomial",2.52399397104489
100,3,3,30,0.01,14,"mixed",2.51850417879707
100,3,3,30,0.01,14,"mixed_population",2.51850384006877
100,3,3,30,0.01,15,"multinomial",2.70467648951036
100,3,3,30,0.01,15,"mixed",2.70428061500022
100,3,3,30,0.01,15,"mixed_population",2.70427696055833
100,3,3,30,0.01,16,"multinomial",2.51374911151413
100,3,3,30,0.01,16,"mixed",2.51503387919714
100,3,3,30,0.01,16,"mixed_population",2.51503787530215
100,3,3,30,0.01,17,"multinomial",2.66915369443527
100,3,3,30,0.01,17,"mixed",2.66992110472839
100,3,3,30,0.01,17,"mixed_population",2.66992123289621
100,3,3,30,0.01,18,"multinomial",2.46954052716132
100,3,3,30,0.01,18,"mixed",2.46952690183742
100,3,3,30,0.01,18,"mixed_population",2.46953133958563
100,3,3,30,0.01,19,"multinomial",2.74644870237024
100,3,3,30,0.01,19,"mixed",2.74292158496688
100,3,3,30,0.01,19,"mixed_population",2.74292136053343
100,3,3,30,0.01,20,"multinomial",2.71806802389184
100,3,3,30,0.01,20,"mixed",2.71118581961669
100,3,3,30,0.01,20,"mixed_population",2.71118583072872
100,3,3,30,0.01,21,"multinomial",2.19424701992099
100,3,3,30,0.01,21,"mixed",2.19052758057376
100,3,3,30,0.01,21,"mixed_population",2.19052572969995
100,3,3,30,0.01,22,"multinomial",2.62512223583991
100,3,3,30,0.01,22,"mixed",2.62395823920017
100,3,3,30,0.01,22,"mixed_population",2.62283774691628
100,3,3,30,0.01,23,"multinomial",2.67519648913135
100,3,3,30,0.01,23,"mixed",2.67079611182611
100,3,3,30,0.01,23,"mixed_population",2.67079613532288
100,3,3,30,0.01,24,"multinomial",2.11110899153567
100,3,3,30,0.01,24,"mixed",2.11128310527984
100,3,3,30,0.01,24,"mixed_population",2.11128322090012
100,3,3,30,0.01,25,"multinomial",2.66654691199023
100,3,3,30,0.01,25,"mixed",2.66416891994766
100,3,3,30,0.01,25,"mixed_population",2.66416831639994
100,3,3,30,0.01,26,"multinomial",2.6739185918008
100,3,3,30,0.01,26,"mixed",2.67478994797555
100,3,3,30,0.01,26,"mixed_population",2.67479086834717
100,3,3,30,0.01,27,"multinomial",2.57657323187364
100,3,3,30,0.01,27,"mixed",2.57289678393456
100,3,3,30,0.01,27,"mixed_population",2.57289687284816
100,3,3,30,0.01,28,"multinomial",2.45751698741298
100,3,3,30,0.01,28,"mixed",2.45606939069384
100,3,3,30,0.01,28,"mixed_population",2.45606942922923
100,3,3,30,0.01,29,"multinomial",2.50095138923382
100,3,3,30,0.01,29,"mixed",2.49935316148575
100,3,3,30,0.01,29,"mixed_population",2.49935315394541
100,3,3,30,0.01,30,"multinomial",2.34950095195351
100,3,3,30,0.01,30,"mixed",2.34544176318744
100,3,3,30,0.01,30,"mixed_population",2.34544176332038
100,3,3,30,0.01,31,"multinomial",2.50428781160525
100,3,3,30,0.01,31,"mixed",2.49982656072041
100,3,3,30,0.01,31,"mixed_population",2.49982638499419
100,3,3,30,0.01,32,"multinomial",2.31060055863023
100,3,3,30,0.01,32,"mixed",2.3132030759815
100,3,3,30,0.01,32,"mixed_population",2.31291863206222
100,3,3,30,0.01,33,"multinomial",2.66003781856625
100,3,3,30,0.01,33,"mixed",2.65623060463262
100,3,3,30,0.01,33,"mixed_population",2.65623114568948
100,3,3,30,0.01,34,"multinomial",2.55268241845576
100,3,3,30,0.01,34,"mixed",2.55549772421276
100,3,3,30,0.01,34,"mixed_population",2.55549772372993
100,3,3,30,0.01,35,"multinomial",2.76068150924985
100,3,3,30,0.01,35,"mixed",2.76076181058056
100,3,3,30,0.01,35,"mixed_population",2.76076180914201
100,3,3,30,0.01,36,"multinomial",2.74297092707578
100,3,3,30,0.01,36,"mixed",2.74038517133938
100,3,3,30,0.01,36,"mixed_population",2.74038507864758
100,3,3,30,0.01,37,"multinomial",2.6551530264906
100,3,3,30,0.01,37,"mixed",2.65154840612994
100,3,3,30,0.01,37,"mixed_population",2.65154834179885
100,3,3,30,0.01,38,"multinomial",2.332514317773
100,3,3,30,0.01,38,"mixed",2.32901860094352
100,3,3,30,0.01,38,"mixed_population",2.32901844260132
100,3,3,30,0.01,39,"multinomial",2.69607389599201
100,3,3,30,0.01,39,"mixed",2.69188010178011
100,3,3,30,0.01,39,"mixed_population",2.69188114228995
100,3,3,30,0.01,40,"multinomial",2.66260764576014
100,3,3,30,0.01,40,"mixed",2.65732754614321
100,3,3,30,0.01,40,"mixed_population",2.65732673922599
100,3,3,30,0.01,41,"multinomial",2.78731157592567
100,3,3,30,0.01,41,"mixed",2.78619949820396
100,3,3,30,0.01,41,"mixed_population",2.78619950902453
100,3,3,30,0.01,42,"multinomial",2.38569005969923
100,3,3,30,0.01,42,"mixed",2.38514308547313
100,3,3,30,0.01,42,"mixed_population",2.38514297722656
100,3,3,30,0.01,43,"multinomial",2.74685276891669
100,3,3,30,0.01,43,"mixed",2.73899473027956
100,3,3,30,0.01,43,"mixed_population",2.73899472814522
100,3,3,30,0.01,44,"multinomial",2.51499183179964
100,3,3,30,0.01,44,"mixed",2.51329003727414
100,3,3,30,0.01,44,"mixed_population",2.51310917870579
100,3,3,30,0.01,45,"multinomial",2.80086097823206
100,3,3,30,0.01,45,"mixed",2.79655671444976
100,3,3,30,0.01,45,"mixed_population",2.79655656799901
100,3,3,30,0.01,46,"multinomial",2.71056142354191
100,3,3,30,0.01,46,"mixed",2.70983412551454
100,3,3,30,0.01,46,"mixed_population",2.70983272326531
100,3,3,30,0.01,47,"multinomial",2.57270463832667
100,3,3,30,0.01,47,"mixed",2.57046577021515
100,3,3,30,0.01,47,"mixed_population",2.57046578155362
100,3,3,30,0.01,48,"multinomial",2.38328477046547
100,3,3,30,0.01,48,"mixed",2.38596560712361
100,3,3,30,0.01,48,"mixed_population",2.38625063246019
100,3,3,30,0.01,49,"multinomial",2.1872152886632
100,3,3,30,0.01,49,"mixed",2.18603719547206
100,3,3,30,0.01,49,"mixed_population",2.18603719641033
100,3,3,30,0.01,50,"multinomial",2.42633574247722
100,3,3,30,0.01,50,"mixed",2.42459618047236
100,3,3,30,0.01,50,"mixed_population",2.42459997424869
100,3,3,30,0.01,51,"multinomial",2.63723990067214
100,3,3,30,0.01,51,"mixed",2.63500397904882
100,3,3,30,0.01,51,"mixed_population",2.63500397008945
100,3,3,30,0.01,52,"multinomial",2.56740054294716
100,3,3,30,0.01,52,"mixed",2.56441501922344
100,3,3,30,0.01,52,"mixed_population",2.56441494351012
100,3,3,30,0.01,53,"multinomial",2.26806625242426
100,3,3,30,0.01,53,"mixed",2.26541212309662
100,3,3,30,0.01,53,"mixed_population",2.26541252907294
100,3,3,30,0.01,54,"multinomial",2.51421687614088
100,3,3,30,0.01,54,"mixed",2.51231526741078
100,3,3,30,0.01,54,"mixed_population",2.51231564629558
100,3,3,30,0.01,55,"multinomial",2.16522135263235
100,3,3,30,0.01,55,"mixed",2.16244255376576
100,3,3,30,0.01,55,"mixed_population",2.1624425553312
100,3,3,30,0.01,56,"multinomial",2.43753931957119
100,3,3,30,0.01,56,"mixed",2.43320872293647
100,3,3,30,0.01,56,"mixed_population",2.43320937944765
100,3,3,30,0.01,57,"multinomial",2.81833812962095
100,3,3,30,0.01,57,"mixed",2.81463828152889
100,3,3,30,0.01,57,"mixed_population",2.81321715707207
100,3,3,30,0.01,58,"multinomial",2.86759382569961
100,3,3,30,0.01,58,"mixed",2.86690489683691
100,3,3,30,0.01,58,"mixed_population",2.86690489621964
100,3,3,30,0.01,59,"multinomial",2.12090684376025
100,3,3,30,0.01,59,"mixed",2.12040790077864
100,3,3,30,0.01,59,"mixed_population",2.12042607305093
100,3,3,30,0.01,60,"multinomial",2.55273454000068
100,3,3,30,0.01,60,"mixed",2.54730806051136
100,3,3,30,0.01,60,"mixed_population",2.54730805861488
100,3,3,30,0.01,61,"multinomial",2.78197486863372
100,3,3,30,0.01,61,"mixed",2.77921818969608
100,3,3,30,0.01,61,"mixed_population",2.7792195560002
100,3,3,30,0.01,62,"multinomial",2.68110402774735
100,3,3,30,0.01,62,"mixed",2.67565662288826
100,3,3,30,0.01,62,"mixed_population",2.67565662120021
100,3,3,30,0.01,63,"multinomial",2.39445442899298
100,3,3,30,0.01,63,"mixed",2.39430461178964
100,3,3,30,0.01,63,"mixed_population",2.39430460890354
100,3,3,30,0.01,64,"multinomial",2.60741140579769
100,3,3,30,0.01,64,"mixed",2.60604152221924
100,3,3,30,0.01,64,"mixed_population",2.60604141559398
100,3,3,30,0.01,65,"multinomial",2.58235457638872
100,3,3,30,0.01,65,"mixed",2.57918547025214
100,3,3,30,0.01,65,"mixed_population",2.57918668790828
100,3,3,30,0.01,66,"multinomial",2.6326319960438
100,3,3,30,0.01,66,"mixed",2.6320986754181
100,3,3,30,0.01,66,"mixed_population",2.63209868736483
100,3,3,30,0.01,67,"multinomial",2.58707801260792
100,3,3,30,0.01,67,"mixed",2.58487651444459
100,3,3,30,0.01,67,"mixed_population",2.58487683888437
100,3,3,30,0.01,68,"multinomial",2.35718618564824
100,3,3,30,0.01,68,"mixed",2.35755699425241
100,3,3,30,0.01,68,"mixed_population",2.35754617201222
100,3,3,30,0.01,69,"multinomial",2.93822420082115
100,3,3,30,0.01,69,"mixed",2.93467062313861
100,3,3,30,0.01,69,"mixed_population",2.93467031687346
100,3,3,30,0.01,70,"multinomial",2.93644187714457
100,3,3,30,0.01,70,"mixed",2.93454226204968
100,3,3,30,0.01,70,"mixed_population",2.93454226210851
100,3,3,30,0.01,71,"multinomial",2.51595874410416
100,3,3,30,0.01,71,"mixed",2.51277283635549
100,3,3,30,0.01,71,"mixed_population",2.51277464597615
100,3,3,30,0.01,72,"multinomial",2.57888149169913
100,3,3,30,0.01,72,"mixed",2.57631257641711
100,3,3,30,0.01,72,"mixed_population",2.57631257607423
100,3,3,30,0.01,73,"multinomial",2.27845782697964
100,3,3,30,0.01,73,"mixed",2.27682979196346
100,3,3,30,0.01,73,"mixed_population",2.27682979260652
100,3,3,30,0.01,74,"multinomial",2.25641456189509
100,3,3,30,0.01,74,"mixed",2.25737081127634
100,3,3,30,0.01,74,"mixed_population",2.25737084205658
100,3,3,30,0.01,75,"multinomial",2.55781602462116
100,3,3,30,0.01,75,"mixed",2.55465512923647
100,3,3,30,0.01,75,"mixed_population",2.5546551712692
100,3,3,30,0.01,76,"multinomial",2.42598666837668
100,3,3,30,0.01,76,"mixed",2.42511761796665
100,3,3,30,0.01,76,"mixed_population",2.4251163891184
100,3,3,30,0.01,77,"multinomial",2.45234385534258
100,3,3,30,0.01,77,"mixed",2.44769572219262
100,3,3,30,0.01,77,"mixed_population",2.44771820244329
100,3,3,30,0.01,78,"multinomial",2.67776797735571
100,3,3,30,0.01,78,"mixed",2.67741884094536
100,3,3,30,0.01,78,"mixed_population",2.67741302775841
100,3,3,30,0.01,79,"multinomial",2.91408922506044
100,3,3,30,0.01,79,"mixed",2.91416295877537
100,3,3,30,0.01,79,"mixed_population",2.91416269177441
100,3,3,30,0.01,80,"multinomial",2.83756157202255
100,3,3,30,0.01,80,"mixed",2.83712832427637
100,3,3,30,0.01,80,"mixed_population",2.8371283293782
100,3,3,30,0.01,81,"multinomial",2.39270773691664
100,3,3,30,0.01,81,"mixed",2.39059008667974
100,3,3,30,0.01,81,"mixed_population",2.39058990469379
100,3,3,30,0.01,82,"multinomial",2.59065598979761
100,3,3,30,0.01,82,"mixed",2.58701444984482
100,3,3,30,0.01,82,"mixed_population",2.58701293483697
100,3,3,30,0.01,83,"multinomial",2.5750275841893
100,3,3,30,0.01,83,"mixed",2.56897469020279
100,3,3,30,0.01,83,"mixed_population",2.56897494398843
100,3,3,30,0.01,84,"multinomial",2.52607945999254
100,3,3,30,0.01,84,"mixed",2.52488153797391
100,3,3,30,0.01,84,"mixed_population",2.52488146317241
100,3,3,30,0.01,85,"multinomial",2.72877504606889
100,3,3,30,0.01,85,"mixed",2.73010514899714
100,3,3,30,0.01,85,"mixed_population",2.730105146943
100,3,3,30,0.01,86,"multinomial",2.40272405069488
100,3,3,30,0.01,86,"mixed",2.40234394255308
100,3,3,30,0.01,86,"mixed_population",2.40222033195346
100,3,3,30,0.01,87,"multinomial",2.59024208827904
100,3,3,30,0.01,87,"mixed",2.58720606984258
100,3,3,30,0.01,87,"mixed_population",2.58720606991684
100,3,3,30,0.01,88,"multinomial",2.36966100106872
100,3,3,30,0.01,88,"mixed",2.36601209814229
100,3,3,30,0.01,88,"mixed_population",2.36601231569315
100,3,3,30,0.01,89,"multinomial",2.93541078068273
100,3,3,30,0.01,89,"mixed",2.93098247745379
100,3,3,30,0.01,89,"mixed_population",2.93098247071088
100,3,3,30,0.01,90,"multinomial",2.58341716018436
100,3,3,30,0.01,90,"mixed",2.57836977832184
100,3,3,30,0.01,90,"mixed_population",2.5783737611264
100,3,3,30,0.01,91,"multinomial",2.68761025420805
100,3,3,30,0.01,91,"mixed",2.6841620064455
100,3,3,30,0.01,91,"mixed_population",2.68416213752611
100,3,3,30,0.01,92,"multinomial",2.49393419581619
100,3,3,30,0.01,92,"mixed",2.49161469085637
100,3,3,30,0.01,92,"mixed_population",2.49159711727314
100,3,3,30,0.01,93,"multinomial",2.4966305527041
100,3,3,30,0.01,93,"mixed",2.49729774292735
100,3,3,30,0.01,93,"mixed_population",2.49729795200665
100,3,3,30,0.01,94,"multinomial",2.58283223066965
100,3,3,30,0.01,94,"mixed",2.58001591320101
100,3,3,30,0.01,94,"mixed_population",2.58001589383074
100,3,3,30,0.01,95,"multinomial",2.64086316776084
100,3,3,30,0.01,95,"mixed",2.63796078010542
100,3,3,30,0.01,95,"mixed_population",2.63795177460327
100,3,3,30,0.01,96,"multinomial",2.72510144422852
100,3,3,30,0.01,96,"mixed",2.72595711940993
100,3,3,30,0.01,96,"mixed_population",2.72483385314973
100,3,3,30,0.01,97,"multinomial",2.43927790307477
100,3,3,30,0.01,97,"mixed",2.43813919163174
100,3,3,30,0.01,97,"mixed_population",2.43813995571485
100,3,3,30,0.01,98,"multinomial",2.51297571846481
100,3,3,30,0.01,98,"mixed",2.5135517235253
100,3,3,30,0.01,98,"mixed_population",2.51303163296207
100,3,3,30,0.01,99,"multinomial",2.68870964836518
100,3,3,30,0.01,99,"mixed",2.68372416930755
100,3,3,30,0.01,99,"mixed_population",2.68372416990412
100,3,3,30,0.01,100,"multinomial",2.59416503083867
