"n","j","k","m","theta","replication","index_form","index"
100,3,6,5,0.01,40,"multinomial",1.26661976008459
100,3,6,5,0.01,40,"mixed",1.26005848293554
100,3,6,5,0.01,40,"mixed_population",1.26005836004739
100,3,6,5,0.01,41,"multinomial",1.27214926681398
100,3,6,5,0.01,41,"mixed",1.26705406410231
100,3,6,5,0.01,41,"mixed_population",1.26705369604768
100,3,6,5,0.01,42,"multinomial",1.31800870477207
100,3,6,5,0.01,42,"mixed",1.31197296228191
100,3,6,5,0.01,42,"mixed_population",1.31197296230107
100,3,6,5,0.01,43,"multinomial",1.27130399327872
100,3,6,5,0.01,43,"mixed",1.26148921013813
100,3,6,5,0.01,43,"mixed_population",1.26148912879098
100,3,6,5,0.01,44,"multinomial",1.23815197084453
100,3,6,5,0.01,44,"mixed",1.23227333042584
100,3,6,5,0.01,44,"mixed_population",1.23227322948853
100,3,6,5,0.01,45,"multinomial",1.29664809144327
100,3,6,5,0.01,45,"mixed",1.28692020495068
100,3,6,5,0.01,45,"mixed_population",1.28692020056581
100,3,6,5,0.01,46,"multinomial",1.21383432255189
100,3,6,5,0.01,46,"mixed",1.20972249797126
100,3,6,5,0.01,46,"mixed_population",1.20972250120198
100,3,6,5,0.01,47,"multinomial",1.27705392852324
100,3,6,5,0.01,47,"mixed",1.26804059659024
100,3,6,5,0.01,47,"mixed_population",1.26804041472063
100,3,6,5,0.01,48,"multinomial",1.13587771240214
100,3,6,5,0.01,48,"mixed",1.13387567190558
100,3,6,5,0.01,48,"mixed_population",1.13387571036168
100,3,6,5,0.01,49,"multinomial",1.28254598142115
100,3,6,5,0.01,49,"mixed",1.27744389577726
100,3,6,5,0.01,49,"mixed_population",1.2774440232672
100,3,6,5,0.01,50,"multinomial",1.20765393619654
100,3,6,5,0.01,50,"mixed",1.2005625517447
100,3,6,5,0.01,50,"mixed_population",1.2005625475842
100,3,6,5,0.01,51,"multinomial",1.25484969910408
100,3,6,5,0.01,51,"mixed",1.24983429218803
100,3,6,5,0.01,51,"mixed_population",1.24983429158601
100,3,6,5,0.01,52,"multinomial",1.23776854556923
100,3,6,5,0.01,52,"mixed",1.23040486590181
100,3,6,5,0.01,52,"mixed_population",1.23040480900141
100,3,6,5,0.01,53,"multinomial",1.27505277932633
100,3,6,5,0.01,53,"mixed",1.27024465601537
100,3,6,5,0.01,53,"mixed_population",1.27024443085742
100,3,6,5,0.01,54,"multinomial",1.26331185561071
100,3,6,5,0.01,54,"mixed",1.25823872758161
100,3,6,5,0.01,54,"mixed_population",1.25823872568999
100,3,6,5,0.01,55,"multinomial",1.26268526054203
100,3,6,5,0.01,55,"mixed",1.252877186572
100,3,6,5,0.01,55,"mixed_population",1.25287718485065
100,3,6,5,0.01,56,"multinomial",1.33942543499855
100,3,6,5,0.01,56,"mixed",1.32854548811884
100,3,6,5,0.01,56,"mixed_population",1.32854549788121
100,3,6,5,0.01,57,"multinomial",1.2860881545727
100,3,6,5,0.01,57,"mixed",1.27811980703418
100,3,6,5,0.01,57,"mixed_population",1.27811980725456
100,3,6,5,0.01,58,"multinomial",1.23343859576003
100,3,6,5,0.01,58,"mixed",1.22919561945537
100,3,6,5,0.01,58,"mixed_population",1.22919567032001
100,3,6,5,0.01,59,"multinomial",1.34280018747746
100,3,6,5,0.01,59,"mixed",1.33812837297392
100,3,6,5,0.01,59,"mixed_population",1.33812831992791
100,3,6,5,0.01,60,"multinomial",1.28248148587387
100,3,6,5,0.01,60,"mixed",1.28203895568576
100,3,6,5,0.01,60,"mixed_population",1.28203894799307
100,3,6,5,0.01,61,"multinomial",1.30197276013557
100,3,6,5,0.01,61,"mixed",1.29692088245308
100,3,6,5,0.01,61,"mixed_population",1.29692088406195
100,3,6,5,0.01,62,"multinomial",1.2277464350927
100,3,6,5,0.01,62,"mixed",1.22338606600968
100,3,6,5,0.01,62,"mixed_population",1.22338607489119
100,3,6,5,0.01,63,"multinomial",1.23464273473873
100,3,6,5,0.01,63,"mixed",1.22980319481825
100,3,6,5,0.01,63,"mixed_population",1.22980317097113
100,3,6,5,0.01,64,"multinomial",1.35097844631741
100,3,6,5,0.01,64,"mixed",1.3394277434223
100,3,6,5,0.01,64,"mixed_population",1.3394277513683
100,3,6,5,0.01,65,"multinomial",1.23071428736667
100,3,6,5,0.01,65,"mixed",1.21961359216722
100,3,6,5,0.01,65,"mixed_population",1.21961359297436
100,3,6,5,0.01,66,"multinomial",1.17760749954656
100,3,6,5,0.01,66,"mixed",1.17105469371647
100,3,6,5,0.01,66,"mixed_population",1.17105456938751
100,3,6,5,0.01,67,"multinomial",1.32972812795794
100,3,6,5,0.01,67,"mixed",1.32647185908916
100,3,6,5,0.01,67,"mixed_population",1.3255550050637
100,3,6,5,0.01,68,"multinomial",1.21649545463935
100,3,6,5,0.01,68,"mixed",1.21275113959463
100,3,6,5,0.01,68,"mixed_population",1.21275120845178
100,3,6,5,0.01,69,"multinomial",1.3091136771832
100,3,6,5,0.01,69,"mixed",1.30382477529816
100,3,6,5,0.01,69,"mixed_population",1.30382477503847
100,3,6,5,0.01,70,"multinomial",1.3282102748249
100,3,6,5,0.01,70,"mixed",1.32097403538749
100,3,6,5,0.01,70,"mixed_population",1.32097403829199
100,3,6,5,0.01,71,"multinomial",1.28115870062127
100,3,6,5,0.01,71,"mixed",1.2762838615275
100,3,6,5,0.01,71,"mixed_population",1.27611946298047
100,3,6,5,0.01,72,"multinomial",1.25441173098377
100,3,6,5,0.01,72,"mixed",1.24866144081095
100,3,6,5,0.01,72,"mixed_population",1.24772989570465
100,3,6,5,0.01,73,"multinomial",1.1810946934389
100,3,6,5,0.01,73,"mixed",1.17497465237897
100,3,6,5,0.01,73,"mixed_population",1.17497465505079
100,3,6,5,0.01,74,"multinomial",1.27261743868002
100,3,6,5,0.01,74,"mixed",1.26734517362591
100,3,6,5,0.01,74,"mixed_population",1.26734532171622
100,3,6,5,0.01,75,"multinomial",1.25749235528697
100,3,6,5,0.01,75,"mixed",1.252843405531
100,3,6,5,0.01,75,"mixed_population",1.25284340616129
100,3,6,5,0.01,76,"multinomial",1.28367997051166
100,3,6,5,0.01,76,"mixed",1.27939736228143
100,3,6,5,0.01,76,"mixed_population",1.2793974489158
100,3,6,5,0.01,77,"multinomial",1.22210834000925
100,3,6,5,0.01,77,"mixed",1.21537982640915
100,3,6,5,0.01,77,"mixed_population",1.21537986757658
100,3,6,5,0.01,78,"multinomial",1.26361019264188
100,3,6,5,0.01,78,"mixed",1.25886568828599
100,3,6,5,0.01,78,"mixed_population",1.25886511495297
100,3,6,5,0.01,79,"multinomial",1.26815717054975
100,3,6,5,0.01,79,"mixed",1.26331627563611
100,3,6,5,0.01,79,"mixed_population",1.26331627734254
100,3,6,5,0.01,80,"multinomial",1.15269543899128
100,3,6,5,0.01,80,"mixed",1.14721176878977
100,3,6,5,0.01,80,"mixed_population",1.14721176888778
100,3,6,5,0.01,81,"multinomial",1.23362257832745
100,3,6,5,0.01,81,"mixed",1.22720394817744
100,3,6,5,0.01,81,"mixed_population",1.22720394497633
100,3,6,5,0.01,82,"multinomial",1.23019599103179
100,3,6,5,0.01,82,"mixed",1.22414840053649
100,3,6,5,0.01,82,"mixed_population",1.22414841269246
100,3,6,5,0.01,83,"multinomial",1.27066444570838
100,3,6,5,0.01,83,"mixed",1.26385334322894
100,3,6,5,0.01,83,"mixed_population",1.26385307703295
100,3,6,5,0.01,84,"multinomial",1.35408154297471
100,3,6,5,0.01,84,"mixed",1.3487450423709
100,3,6,5,0.01,84,"mixed_population",1.3487450353407
100,3,6,5,0.01,85,"multinomial",1.33998297702627
100,3,6,5,0.01,85,"mixed",1.32255878586049
100,3,6,5,0.01,85,"mixed_population",1.32255862732765
100,3,6,5,0.01,86,"multinomial",1.22105129195025
100,3,6,5,0.01,86,"mixed",1.21858216567416
100,3,6,5,0.01,86,"mixed_population",1.21858219945864
100,3,6,5,0.01,87,"multinomial",1.22249903708618
100,3,6,5,0.01,87,"mixed",1.21803549525252
100,3,6,5,0.01,87,"mixed_population",1.21803547417796
100,3,6,5,0.01,88,"multinomial",1.27693591435813
100,3,6,5,0.01,88,"mixed",1.27226006053018
100,3,6,5,0.01,88,"mixed_population",1.27226008652694
100,3,6,5,0.01,89,"multinomial",1.22952193590523
100,3,6,5,0.01,89,"mixed",1.22105110494866
100,3,6,5,0.01,89,"mixed_population",1.22105123367938
100,3,6,5,0.01,90,"multinomial",1.28820384352921
100,3,6,5,0.01,90,"mixed",1.27992766054626
100,3,6,5,0.01,90,"mixed_population",1.27992766162239
100,3,6,5,0.01,91,"multinomial",1.34646358163623
100,3,6,5,0.01,91,"mixed",1.33579874296679
100,3,6,5,0.01,91,"mixed_population",1.33579723338167
100,3,6,5,0.01,92,"multinomial",1.34138759995673
100,3,6,5,0.01,92,"mixed",1.33750953396419
100,3,6,5,0.01,92,"mixed_population",1.331890103335
100,3,6,5,0.01,93,"multinomial",1.23592758483796
100,3,6,5,0.01,93,"mixed",1.22902095561907
100,3,6,5,0.01,93,"mixed_population",1.22902096400633
100,3,6,5,0.01,94,"multinomial",1.26399511876796
100,3,6,5,0.01,94,"mixed",1.2570610530795
100,3,6,5,0.01,94,"mixed_population",1.25706105329867
100,3,6,5,0.01,95,"multinomial",1.22882289806016
100,3,6,5,0.01,95,"mixed",1.22000840198409
100,3,6,5,0.01,95,"mixed_population",1.22000840860247
100,3,6,5,0.01,96,"multinomial",1.22815937907209
100,3,6,5,0.01,96,"mixed",1.22279801199433
100,3,6,5,0.01,96,"mixed_population",1.22279813289301
100,3,6,5,0.01,97,"multinomial",1.25781573211052
100,3,6,5,0.01,97,"mixed",1.25318410288494
100,3,6,5,0.01,97,"mixed_population",1.25318409873836
100,3,6,5,0.01,98,"multinomial",1.24633028123584
100,3,6,5,0.01,98,"mixed",1.24182445821806
100,3,6,5,0.01,98,"mixed_population",1.24182445826828
100,3,6,5,0.01,99,"multinomial",1.21602803205262
100,3,6,5,0.01,99,"mixed",1.212158056398
100,3,6,5,0.01,99,"mixed_population",1.21215808202451
100,3,6,5,0.01,100,"multinomial",1.20355779607913
100,3,6,5,0.01,100,"mixed",1.19658392534458
100,3,6,5,0.01,100,"mixed_population",1.19658411742748
100,3,6,5,0.1,1,"multinomial",1.26701329357386
100,3,6,5,0.1,1,"mixed",1.2630765025791
100,3,6,5,0.1,1,"mixed_population",1.2630765034142
100,3,6,5,0.1,2,"multinomial",1.35036851320801
100,3,6,5,0.1,2,"mixed",1.34452984256916
100,3,6,5,0.1,2,"mixed_population",1.34452982222529
100,3,6,5,0.1,3,"multinomial",1.30454739530686
100,3,6,5,0.1,3,"mixed",1.29780772640605
100,3,6,5,0.1,3,"mixed_population",1.29677188403409
100,3,6,5,0.1,4,"multinomial",1.19020160844911
100,3,6,5,0.1,4,"mixed",1.18239495214442
100,3,6,5,0.1,4,"mixed_population",1.18239493775824
100,3,6,5,0.1,5,"multinomial",1.2553856138437
100,3,6,5,0.1,5,"mixed",1.25233603491973
100,3,6,5,0.1,5,"mixed_population",1.25233576115735
100,3,6,5,0.1,6,"multinomial",1.40308101848565
100,3,6,5,0.1,6,"mixed",1.39530708923641
100,3,6,5,0.1,6,"mixed_population",1.39530690190701
100,3,6,5,0.1,7,"multinomial",1.28375235571549
100,3,6,5,0.1,7,"mixed",1.27386051818971
100,3,6,5,0.1,7,"mixed_population",1.27386051020979
100,3,6,5,0.1,8,"multinomial",1.24786510633374
100,3,6,5,0.1,8,"mixed",1.24322000308525
100,3,6,5,0.1,8,"mixed_population",1.24322001008237
100,3,6,5,0.1,9,"multinomial",1.31234844828355
100,3,6,5,0.1,9,"mixed",1.30481995556751
100,3,6,5,0.1,9,"mixed_population",1.30481993281738
100,3,6,5,0.1,10,"multinomial",1.30017072537962
100,3,6,5,0.1,10,"mixed",1.29212976395901
100,3,6,5,0.1,10,"mixed_population",1.29212962550143
100,3,6,5,0.1,11,"multinomial",1.29567514156672
100,3,6,5,0.1,11,"mixed",1.29125907323261
100,3,6,5,0.1,11,"mixed_population",1.2912590444786
100,3,6,5,0.1,12,"multinomial",1.32753292621556
100,3,6,5,0.1,12,"mixed",1.32255045240496
100,3,6,5,0.1,12,"mixed_population",1.32255044674839
100,3,6,5,0.1,13,"multinomial",1.16183234421645
100,3,6,5,0.1,13,"mixed",1.15934895338689
100,3,6,5,0.1,13,"mixed_population",1.15934902676035
100,3,6,5,0.1,14,"multinomial",1.26576412486818
100,3,6,5,0.1,14,"mixed",1.25751221341341
100,3,6,5,0.1,14,"mixed_population",1.25751221767069
100,3,6,5,0.1,15,"multinomial",1.24376088310158
100,3,6,5,0.1,15,"mixed",1.23704821459062
100,3,6,5,0.1,15,"mixed_population",1.2370481983211
100,3,6,5,0.1,16,"multinomial",1.41804668170221
100,3,6,5,0.1,16,"mixed",1.40841398662545
100,3,6,5,0.1,16,"mixed_population",1.40841399231373
100,3,6,5,0.1,17,"multinomial",1.27951273767945
100,3,6,5,0.1,17,"mixed",1.27413903661566
100,3,6,5,0.1,17,"mixed_population",1.27271705743173
100,3,6,5,0.1,18,"multinomial",1.20098120047356
100,3,6,5,0.1,18,"mixed",1.19362899925308
100,3,6,5,0.1,18,"mixed_population",1.1936290454005
100,3,6,5,0.1,19,"multinomial",1.25885147694504
100,3,6,5,0.1,19,"mixed",1.25404770013824
100,3,6,5,0.1,19,"mixed_population",1.25404770092608
100,3,6,5,0.1,20,"multinomial",1.33972320423209
100,3,6,5,0.1,20,"mixed",1.33432393842998
100,3,6,5,0.1,20,"mixed_population",1.3343239389269
100,3,6,5,0.1,21,"multinomial",1.28756367743728
100,3,6,5,0.1,21,"mixed",1.27786103219673
100,3,6,5,0.1,21,"mixed_population",1.2778610083344
100,3,6,5,0.1,22,"multinomial",1.28471734549392
100,3,6,5,0.1,22,"mixed",1.279629168933
100,3,6,5,0.1,22,"mixed_population",1.27962917391289
100,3,6,5,0.1,23,"multinomial",1.34409057532764
100,3,6,5,0.1,23,"mixed",1.33753608251981
100,3,6,5,0.1,23,"mixed_population",1.33753608369451
100,3,6,5,0.1,24,"multinomial",1.3568585325935
100,3,6,5,0.1,24,"mixed",1.34534130113518
100,3,6,5,0.1,24,"mixed_population",1.34534143806854
100,3,6,5,0.1,25,"multinomial",1.27257457713284
100,3,6,5,0.1,25,"mixed",1.26796865022791
100,3,6,5,0.1,25,"mixed_population",1.26796871016308
100,3,6,5,0.1,26,"multinomial",1.26700750175591
100,3,6,5,0.1,26,"mixed",1.26079549813282
100,3,6,5,0.1,26,"mixed_population",1.26079549814371
100,3,6,5,0.1,27,"multinomial",1.2365861696297
100,3,6,5,0.1,27,"mixed",1.22908631744453
100,3,6,5,0.1,27,"mixed_population",1.22908631798228
100,3,6,5,0.1,28,"multinomial",1.28179412957197
100,3,6,5,0.1,28,"mixed",1.27677193505991
100,3,6,5,0.1,28,"mixed_population",1.27677213718325
100,3,6,5,0.1,29,"multinomial",1.26237218957911
100,3,6,5,0.1,29,"mixed",1.2553668303816
100,3,6,5,0.1,29,"mixed_population",1.25536687941918
100,3,6,5,0.1,30,"multinomial",1.22001951489191
100,3,6,5,0.1,30,"mixed",1.21481406118289
100,3,6,5,0.1,30,"mixed_population",1.21389841661687
100,3,6,5,0.1,31,"multinomial",1.21263389803312
100,3,6,5,0.1,31,"mixed",1.20740393233354
100,3,6,5,0.1,31,"mixed_population",1.2074039925568
100,3,6,5,0.1,32,"multinomial",1.31715152679249
100,3,6,5,0.1,32,"mixed",1.31161587511628
100,3,6,5,0.1,32,"mixed_population",1.3116158630156
100,3,6,5,0.1,33,"multinomial",1.16848988181096
100,3,6,5,0.1,33,"mixed",1.16659580165791
100,3,6,5,0.1,33,"mixed_population",1.16610336013775
100,3,6,5,0.1,34,"multinomial",1.24857883911811
100,3,6,5,0.1,34,"mixed",1.24598988926894
100,3,6,5,0.1,34,"mixed_population",1.24551812991061
100,3,6,5,0.1,35,"multinomial",1.23448486178522
100,3,6,5,0.1,35,"mixed",1.2255537667277
100,3,6,5,0.1,35,"mixed_population",1.22555359507277
100,3,6,5,0.1,36,"multinomial",1.21683357106465
100,3,6,5,0.1,36,"mixed",1.20854747358383
100,3,6,5,0.1,36,"mixed_population",1.20854758404937
100,3,6,5,0.1,37,"multinomial",1.19947758680662
100,3,6,5,0.1,37,"mixed",1.19413424121576
100,3,6,5,0.1,37,"mixed_population",1.19413428010556
100,3,6,5,0.1,38,"multinomial",1.17167991071703
100,3,6,5,0.1,38,"mixed",1.1668096923839
100,3,6,5,0.1,38,"mixed_population",1.16680967408748
100,3,6,5,0.1,39,"multinomial",1.22820790526921
100,3,6,5,0.1,39,"mixed",1.22289404410512
100,3,6,5,0.1,39,"mixed_population",1.22289404438657
100,3,6,5,0.1,40,"multinomial",1.31907990346473
100,3,6,5,0.1,40,"mixed",1.32046833722329
100,3,6,5,0.1,40,"mixed_population",1.31672428831144
100,3,6,5,0.1,41,"multinomial",1.30687196490477
100,3,6,5,0.1,41,"mixed",1.30111752401272
100,3,6,5,0.1,41,"mixed_population",1.30111616202862
100,3,6,5,0.1,42,"multinomial",1.31440912480178
100,3,6,5,0.1,42,"mixed",1.30785607177182
100,3,6,5,0.1,42,"mixed_population",1.30785607744301
100,3,6,5,0.1,43,"multinomial",1.35019444192771
100,3,6,5,0.1,43,"mixed",1.33442615989495
100,3,6,5,0.1,43,"mixed_population",1.33442615945227
100,3,6,5,0.1,44,"multinomial",1.22867275303197
100,3,6,5,0.1,44,"mixed",1.22610708227535
100,3,6,5,0.1,44,"mixed_population",1.22610707344086
100,3,6,5,0.1,45,"multinomial",1.33071028601286
100,3,6,5,0.1,45,"mixed",1.32201834525206
100,3,6,5,0.1,45,"mixed_population",1.32201834600138
100,3,6,5,0.1,46,"multinomial",1.28082473237233
100,3,6,5,0.1,46,"mixed",1.27593889412618
100,3,6,5,0.1,46,"mixed_population",1.2759386372438
100,3,6,5,0.1,47,"multinomial",1.308859326319
100,3,6,5,0.1,47,"mixed",1.30165312485634
100,3,6,5,0.1,47,"mixed_population",1.30165312997828
100,3,6,5,0.1,48,"multinomial",1.19773034720393
100,3,6,5,0.1,48,"mixed",1.19708511821706
100,3,6,5,0.1,48,"mixed_population",1.1970850821263
100,3,6,5,0.1,49,"multinomial",1.29679815584805
100,3,6,5,0.1,49,"mixed",1.2910200195272
100,3,6,5,0.1,49,"mixed_population",1.29102001659682
100,3,6,5,0.1,50,"multinomial",1.20961202818709
100,3,6,5,0.1,50,"mixed",1.20168462725203
100,3,6,5,0.1,50,"mixed_population",1.20168463038597
100,3,6,5,0.1,51,"multinomial",1.29199927853344
100,3,6,5,0.1,51,"mixed",1.28613266587409
100,3,6,5,0.1,51,"mixed_population",1.2861324991422
100,3,6,5,0.1,52,"multinomial",1.25034048213875
100,3,6,5,0.1,52,"mixed",1.24537754832288
100,3,6,5,0.1,52,"mixed_population",1.24537754187064
100,3,6,5,0.1,53,"multinomial",1.23672187467982
100,3,6,5,0.1,53,"mixed",1.23284150459513
100,3,6,5,0.1,53,"mixed_population",1.23284147011339
100,3,6,5,0.1,54,"multinomial",1.21123443282358
100,3,6,5,0.1,54,"mixed",1.20591216070195
100,3,6,5,0.1,54,"mixed_population",1.20591214166218
100,3,6,5,0.1,55,"multinomial",1.30179468891641
100,3,6,5,0.1,55,"mixed",1.29347129419107
100,3,6,5,0.1,55,"mixed_population",1.29347129628655
100,3,6,5,0.1,56,"multinomial",1.38564020136394
100,3,6,5,0.1,56,"mixed",1.38330895272293
100,3,6,5,0.1,56,"mixed_population",1.38167474974863
100,3,6,5,0.1,57,"multinomial",1.2166494341531
100,3,6,5,0.1,57,"mixed",1.20771092393675
100,3,6,5,0.1,57,"mixed_population",1.20771091958895
100,3,6,5,0.1,58,"multinomial",1.39064738558034
100,3,6,5,0.1,58,"mixed",1.38881571462841
100,3,6,5,0.1,58,"mixed_population",1.38678943068453
100,3,6,5,0.1,59,"multinomial",1.29854035283054
100,3,6,5,0.1,59,"mixed",1.2944439958661
100,3,6,5,0.1,59,"mixed_population",1.2944439983352
100,3,6,5,0.1,60,"multinomial",1.33436728843044
100,3,6,5,0.1,60,"mixed",1.32858703253413
100,3,6,5,0.1,60,"mixed_population",1.32858703267035
100,3,6,5,0.1,61,"multinomial",1.24609573034887
100,3,6,5,0.1,61,"mixed",1.24337533768087
100,3,6,5,0.1,61,"mixed_population",1.24337532977263
100,3,6,5,0.1,62,"multinomial",1.27260734604088
100,3,6,5,0.1,62,"mixed",1.26788531618262
100,3,6,5,0.1,62,"mixed_population",1.26788525831811
100,3,6,5,0.1,63,"multinomial",1.31028366315747
100,3,6,5,0.1,63,"mixed",1.3024432399071
100,3,6,5,0.1,63,"mixed_population",1.30104652334225
100,3,6,5,0.1,64,"multinomial",1.27661895419559
100,3,6,5,0.1,64,"mixed",1.26956640412961
100,3,6,5,0.1,64,"mixed_population",1.26956643264615
100,3,6,5,0.1,65,"multinomial",1.22420603284445
100,3,6,5,0.1,65,"mixed",1.21826015965581
100,3,6,5,0.1,65,"mixed_population",1.2182599716771
100,3,6,5,0.1,66,"multinomial",1.34293519818474
100,3,6,5,0.1,66,"mixed",1.33967605063301
100,3,6,5,0.1,66,"mixed_population",1.33967610845924
100,3,6,5,0.1,67,"multinomial",1.29811222735844
100,3,6,5,0.1,67,"mixed",1.29574290335352
100,3,6,5,0.1,67,"mixed_population",1.29480596444708
100,3,6,5,0.1,68,"multinomial",1.26393586534359
100,3,6,5,0.1,68,"mixed",1.26181846929433
100,3,6,5,0.1,68,"mixed_population",1.26061630260235
100,3,6,5,0.1,69,"multinomial",1.28689260598769
100,3,6,5,0.1,69,"mixed",1.28669818750316
100,3,6,5,0.1,69,"mixed_population",1.28472928943166
100,3,6,5,0.1,70,"multinomial",1.24211848395238
100,3,6,5,0.1,70,"mixed",1.2396725464598
100,3,6,5,0.1,70,"mixed_population",1.23967251562268
100,3,6,5,0.1,71,"multinomial",1.30358656437642
100,3,6,5,0.1,71,"mixed",1.29916942005062
100,3,6,5,0.1,71,"mixed_population",1.29916942647325
100,3,6,5,0.1,72,"multinomial",1.37787741546867
100,3,6,5,0.1,72,"mixed",1.3721477708983
100,3,6,5,0.1,72,"mixed_population",1.37214866182788
100,3,6,5,0.1,73,"multinomial",1.3280891551869
100,3,6,5,0.1,73,"mixed",1.32417272036933
100,3,6,5,0.1,73,"mixed_population",1.32417269598145
100,3,6,5,0.1,74,"multinomial",1.28786448545248
100,3,6,5,0.1,74,"mixed",1.28531140694769
100,3,6,5,0.1,74,"mixed_population",1.28531140736462
100,3,6,5,0.1,75,"multinomial",1.24728078343356
100,3,6,5,0.1,75,"mixed",1.2398113761781
100,3,6,5,0.1,75,"mixed_population",1.23981141952481
100,3,6,5,0.1,76,"multinomial",1.30111848991615
100,3,6,5,0.1,76,"mixed",1.29692061967187
100,3,6,5,0.1,76,"mixed_population",1.29692060652132
100,3,6,5,0.1,77,"multinomial",1.19494718864872
100,3,6,5,0.1,77,"mixed",1.19222131712986
100,3,6,5,0.1,77,"mixed_population",1.19168453245714
100,3,6,5,0.1,78,"multinomial",1.32812432723731
100,3,6,5,0.1,78,"mixed",1.31809615992258
100,3,6,5,0.1,78,"mixed_population",1.31809600792343
100,3,6,5,0.1,79,"multinomial",1.20550873774035
100,3,6,5,0.1,79,"mixed",1.20006166072506
100,3,6,5,0.1,79,"mixed_population",1.20006167046075
100,3,6,5,0.1,80,"multinomial",1.23652146735699
100,3,6,5,0.1,80,"mixed",1.22721023264272
100,3,6,5,0.1,80,"mixed_population",1.22720827326873
100,3,6,5,0.1,81,"multinomial",1.2724430892213
100,3,6,5,0.1,81,"mixed",1.26576574929719
100,3,6,5,0.1,81,"mixed_population",1.26576575326569
100,3,6,5,0.1,82,"multinomial",1.30451073173638
100,3,6,5,0.1,82,"mixed",1.30035512986291
100,3,6,5,0.1,82,"mixed_population",1.30035513126427
100,3,6,5,0.1,83,"multinomial",1.31466612464396
100,3,6,5,0.1,83,"mixed",1.30497635381228
100,3,6,5,0.1,83,"mixed_population",1.3033846240169
100,3,6,5,0.1,84,"multinomial",1.35861482670899
100,3,6,5,0.1,84,"mixed",1.35025602861934
100,3,6,5,0.1,84,"mixed_population",1.35025604439271
100,3,6,5,0.1,85,"multinomial",1.2174172410651
100,3,6,5,0.1,85,"mixed",1.21270068837303
100,3,6,5,0.1,85,"mixed_population",1.21270074093896
100,3,6,5,0.1,86,"multinomial",1.26593185149368
100,3,6,5,0.1,86,"mixed",1.25460407638522
100,3,6,5,0.1,86,"mixed_population",1.25460406849709
100,3,6,5,0.1,87,"multinomial",1.3132798674966
100,3,6,5,0.1,87,"mixed",1.30860086650933
100,3,6,5,0.1,87,"mixed_population",1.30860086363316
100,3,6,5,0.1,88,"multinomial",1.22703098439566
100,3,6,5,0.1,88,"mixed",1.21604420594693
100,3,6,5,0.1,88,"mixed_population",1.21604419545561
100,3,6,5,0.1,89,"multinomial",1.24411630640386
100,3,6,5,0.1,89,"mixed",1.24098937710448
100,3,6,5,0.1,89,"mixed_population",1.24098937750416
100,3,6,5,0.1,90,"multinomial",1.21102388083882
100,3,6,5,0.1,90,"mixed",1.20473805124408
100,3,6,5,0.1,90,"mixed_population",1.20473803668663
100,3,6,5,0.1,91,"multinomial",1.31755842162055
100,3,6,5,0.1,91,"mixed",1.31470410637055
100,3,6,5,0.1,91,"mixed_population",1.31470410286425
100,3,6,5,0.1,92,"multinomial",1.16113086248417
100,3,6,5,0.1,92,"mixed",1.15540570483502
100,3,6,5,0.1,92,"mixed_population",1.15540570834225
100,3,6,5,0.1,93,"multinomial",1.34218081581944
100,3,6,5,0.1,93,"mixed",1.33532752566373
100,3,6,5,0.1,93,"mixed_population",1.33532753974036
100,3,6,5,0.1,94,"multinomial",1.24760945959683
100,3,6,5,0.1,94,"mixed",1.24196084472765
100,3,6,5,0.1,94,"mixed_population",1.24196011940265
100,3,6,5,0.1,95,"multinomial",1.26506742284633
100,3,6,5,0.1,95,"mixed",1.26330543320438
100,3,6,5,0.1,95,"mixed_population",1.26330543326248
100,3,6,5,0.1,96,"multinomial",1.29675431949168
100,3,6,5,0.1,96,"mixed",1.28597239995799
100,3,6,5,0.1,96,"mixed_population",1.28597237233983
100,3,6,5,0.1,97,"multinomial",1.31669315650195
100,3,6,5,0.1,97,"mixed",1.31426084725451
100,3,6,5,0.1,97,"mixed_population",1.31426104422735
100,3,6,5,0.1,98,"multinomial",1.27016878305747
100,3,6,5,0.1,98,"mixed",1.26281463257203
100,3,6,5,0.1,98,"mixed_population",1.26281463180458
100,3,6,5,0.1,99,"multinomial",1.26703752423534
100,3,6,5,0.1,99,"mixed",1.26231266371271
100,3,6,5,0.1,99,"mixed_population",1.26231294886347
100,3,6,5,0.1,100,"multinomial",1.28533506307153
100,3,6,5,0.1,100,"mixed",1.27914284418714
100,3,6,5,0.1,100,"mixed_population",1.27914279821405
100,3,6,5,1,1,"multinomial",1.47146196315562
100,3,6,5,1,1,"mixed",1.46337619519256
100,3,6,5,1,1,"mixed_population",1.46337040733695
100,3,6,5,1,2,"multinomial",1.50190164290073
100,3,6,5,1,2,"mixed",1.4935650523658
100,3,6,5,1,2,"mixed_population",1.49356326925937
100,3,6,5,1,3,"multinomial",1.6281743341453
100,3,6,5,1,3,"mixed",1.6215633756047
100,3,6,5,1,3,"mixed_population",1.62156315747929
100,3,6,5,1,4,"multinomial",1.47061051168831
100,3,6,5,1,4,"mixed",1.46043552895572
100,3,6,5,1,4,"mixed_population",1.46043557840985
100,3,6,5,1,5,"multinomial",1.46172855011025
100,3,6,5,1,5,"mixed",1.45807520082971
100,3,6,5,1,5,"mixed_population",1.45613853845401
100,3,6,5,1,6,"multinomial",1.50565143161423
100,3,6,5,1,6,"mixed",1.50056533278914
